,Unnamed: 0,tender_id,tender_country,tender_year,tender_title,tender_mainCpv,tender_cpvs,tender_procedureType,buyer_id,buyer_name,buyer_city,buyer_country,buyer_postcode,bidder_id,bidder_name,bidder_city,bidder_country,bidder_postcode,bid_price,bid_price_EUR,bid_price_currency,tender_estimatedPrice,tender_estimatedPrice_EUR,tender_estimatedPrice_currency,tender_finalPrice,tender_finalPrice_EUR,tender_finalPrice_currency,tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD,tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION,tender_indicator_INTEGRITY_DECISION_PERIOD,tender_indicator_INTEGRITY_NEW_COMPANY,tender_indicator_INTEGRITY_PROCEDURE_TYPE,tender_indicator_INTEGRITY_SINGLE_BID,tender_indicator_INTEGRITY_TAX_HAVEN,tender_three_Cpvs
86316,1858,791dbd0c-fa27-491d-a2dd-05ff66daf229,IT,2011.0,"Fornitura di n.1 specifica tecnica di produzione del TS411 P/N TAC - 5067/01, costituito da FLT 424(v) e dal SIT 2010, di n. 23 TS411 P/N TAC-5067/01, delle relative pubblicazioni tecniche e di un corso di addestramento per l'impiego degli apparati. (CIG 309121467C).",35700000.0,35700000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_a62f39b030a0e9c63aabfe9617e47ee697fa6714c013b1ef2d704d0e31fa8cdd,Ministero della Difesa Direzione degli Armamenti Aeronautici,Roma,IT,00185,EU_body_59e7610250e89fb146e19039a4dd8c94de102c6c05ce0a35f040f70fe5ec8387,SELEX ELSAG SpA,Genova,IT,16154,1497506.55,1497506.55,EUR,,,,1497506.55,1497506.55,EUR,100.0,0.0,100.0,,0.0,,100.0,357
86557,2112,a685295d-db61-4c82-8891-9b1c0cc49e2d,IT,2011.0,"Acquisizione di specifiche tecniche della ""Link-16 Station Unit""(LSU), di n. 10 LSU, delle relative pubblicazioni tecniche d'uso e manutenzione e di corso di addestramento per specialisti manutentori di 1° livello tecnico della LSU (CIG 349691518C).",35710000.0,35710000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_a62f39b030a0e9c63aabfe9617e47ee697fa6714c013b1ef2d704d0e31fa8cdd,Ministero della Difesa Direzione degli Armamenti Aeronautici,Roma,IT,00185,EU_body_caf4c7817f7976e7bf429b0649c292b9f7cec7abcf983a27303eb5ed285ab8e4,Selex Elsag SpA,Genova,IT,16154,1945066.84,1945066.84,EUR,,,,1945066.84,1945066.84,EUR,100.0,0.0,100.0,,0.0,,100.0,357
86592,2147,a7b706fb-cfab-42b3-a7d8-8a0234d7f4db,IT,2011.0,Approvvigionamento radio bersagli aerei e navali per le esigenze della MM.,35730000.0,35730000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_a62f39b030a0e9c63aabfe9617e47ee697fa6714c013b1ef2d704d0e31fa8cdd,Ministero della Difesa Direzione degli Armamenti Aeronautici,Roma,IT,00185,EU_body_2efcb715b52e1f5c0cf8e4fa9e2c0ee1704ee096815eaa8eee930a4f9d39ddd1,Meggitt Defence Systems Limited,Ashford,UK,,1925410.58,1925410.58,EUR,,,,1925410.58,1925410.58,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,357
88023,3652,1198a6c1-3f1e-42e5-b550-3bc02891dcc4,IT,2011.0,T1267. CIG 1572030032.,35711000.0,35711000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_c417ced71344f34063481dea401585a658245e4c04599b744cdb3634eda4e8e3,Ministero della Difesa - direzione generale degli armamenti navali,Roma,IT,00196,EU_body_dc5c6a8e65bf7fb991999b908ee85f44c795a69f231d05a0b6fc0cb17fc1c9c1,SELEX sistemi integrati SpA,Roma,IT,00131,768000.0,768000.0,EUR,,,,768000.0,768000.0,EUR,100.0,0.0,100.0,,0.0,,100.0,357
88036,3665,0a5c3176-55ff-465d-ae73-75f7dbe48191,IT,2011.0,PR/09/11/UE – fornitura e installazione di n. 2 motori termici principali di propulsione per nave Favignana.,35521100.0,35521100,RESTRICTED,EU_body_7475c5f117f045d8c8db24a12745858ad1b2bc0f81191ae2422809220391595d,Ministero della Difesa - Arsenale militare marittimo di Augusta,Augusta (sr),IT,96011,EU_body_827c2ea0d4724210ce357b94237303db46a8e702d3d39f14563ba2af21f0f552,Compagnia generale trattori S.p.A,Vercelli,IT,13100,324979.85,324979.85,EUR,350000.0,350000.0,EUR,324979.85,324979.85,EUR,0.0,100.0,0.0,,0.0,0.0,100.0,355
88352,3993,2f8269e0-5697-4233-b299-0abb7bab3964,IT,2011.0,Acquisizione transponder acustico per rilievi sonar delle nuove UU.NN. clase Orizzonte e Fremm della MMI.,35720000.0,35720000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_792536c98c2de48be1eda7f08cc9b411270a0afe03ae2b4227a13081bb1560fd,Ministero Difesa – Marina Militare – Centro Supporto e Sperimentazione Navale della Spezia,La Spezia,IT,19126,EU_body_dcddad06ad3702127811a52d4ac69deb9ea257cc0c88a9f91dd8e8c850dd1a30,Nato Undersea Research Centre,La Spezia,IT,19126,149258.86,149258.86,EUR,,,,149258.86,149258.86,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,357
88353,3994,2f8269e0-5697-4233-b299-0abb7bab3964,IT,2011.0,Acquisizione transponder acustico per rilievi sonar delle nuove UU.NN. clase Orizzonte e Fremm della MMI.,35720000.0,35720000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_792536c98c2de48be1eda7f08cc9b411270a0afe03ae2b4227a13081bb1560fd,Ministero Difesa – Marina Militare – Centro Supporto e Sperimentazione Navale della Spezia,La Spezia,IT,19126,EU_body_dcddad06ad3702127811a52d4ac69deb9ea257cc0c88a9f91dd8e8c850dd1a30,Nato Undersea Research Centre,La Spezia,IT,19126,149258.86,149258.86,EUR,,,,149258.86,149258.86,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,357
88527,4174,25cf926c-0bdd-4c99-a904-dc0939f08869,IT,2011.0,Fornitura di 40 JDAM kit KMU-572C/B per GBU-38C/B: n. 1 Pcmcia cards set JDAM MK-82 per CMBRE: n. 1 corso d'addestramento e n. 1 set di manuali tecnici per le esigenze della Marina militare (CIG 36900093C1).,35700000.0,35700000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_a62f39b030a0e9c63aabfe9617e47ee697fa6714c013b1ef2d704d0e31fa8cdd,Ministero della Difesa Direzione degli Armamenti Aeronautici,Roma,IT,00185,EU_body_ddd947c09b1a63c3af0af16816087ef545352a1bb14a5f3c647cc197dce1225e,OTO Melara SpA,Brescia,IT,,1889395.0,1889395.0,EUR,,,,1889395.0,1889395.0,EUR,100.0,0.0,100.0,,0.0,,100.0,357
89846,5573,4d893ee4-77c6-41cf-8bea-1f615cf0ad19,IT,2011.0,T 1303.,35711000.0,35711000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_c417ced71344f34063481dea401585a658245e4c04599b744cdb3634eda4e8e3,Ministero della Difesa - direzione generale degli armamenti navali,Roma,IT,00196,EU_body_955b914fc02f76be2b9d0781e4b20454874badeaf708f63d3af3bc9794ff645a,Engineering ingegneria informatica SpA,Roma,IT,,,,,,,,196202.74,196202.74,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,357
90043,5808,6ab6a22f-0a8c-41a8-8693-33041004308d,IT,2011.0,Ammodernamento degli elicotteri dell'esercito italiano con nuovi apparati di comunicazione e razziere (CIG 36010196E1).,35600000.0,35600000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_a62f39b030a0e9c63aabfe9617e47ee697fa6714c013b1ef2d704d0e31fa8cdd,Ministero della Difesa Direzione degli Armamenti Aeronautici,Roma,IT,00185,EU_body_480deb03d38d7e2a8932fdf068c6607c3d953bdf795f6c95394a9fcfea6cb331,Agustawestland SpA,Cascina Costa di Samarate,IT,21017,10492815.82,10492815.82,EUR,,,,10492815.82,10492815.82,EUR,100.0,0.0,100.0,,0.0,,100.0,356
91683,7589,bd561112-e238-4647-bc2f-229890d2e6a0,IT,2011.0,"Rinnovamento dele condizioni operative dei sistemi propulsivi Rolls-Royce GEM2MK1004 installati sugli elicotteri in dotazione all'esercito italiano, nonchè per l'aggiornamento della configurazione dei sistemi di soppressione infrarosso dei propulsori dell'elicotterio A129 e per l'acquisizione di parti di ricambio per la linea dei turbomotori Rolls-Royce GEM2MK1004 (CIG 3479896505).",35612100.0,35612100,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_a62f39b030a0e9c63aabfe9617e47ee697fa6714c013b1ef2d704d0e31fa8cdd,Ministero della Difesa Direzione degli Armamenti Aeronautici,Roma,IT,00185,EU_body_0c0627d061aa8188601f106bb6a5c5583cf51a57a8c96a2a78fa5e3325eaf862,Piaggi Aero Industries SpA,Genova,IT,16154,3000000.0,3000000.0,EUR,,,,3000000.0,3000000.0,EUR,100.0,0.0,100.0,,0.0,,100.0,356
91787,7718,ef7d550f-11b5-4345-bb6e-a96334df0234,IT,2011.0,T 1318 CIG 2715082C88.,35511100.0,35511100,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_c37034f81dd41475dd9831ae02adf89583b215f19bf916289f4c3546a59c51a5,Ministero della Difesa Direzione degli Armamenti Navali,Roma,IT,00100,EU_body_d32d15412a8b2909eb325ffbb854e6db32e317e1dd5717c301d0b2ba98822231,Selex Galileo SpA,CAMPI BISENZIO,IT,50013,,,,,,,347432.0,347432.0,EUR,100.0,0.0,100.0,100.0,0.0,,100.0,355
91797,7728,ee58349c-98cb-4209-8ced-97903e5034f8,IT,2011.0,Acquisizione ed installazione di n. 2 sistemi Star Safire HD per gli elicotteri della classe EH101 della MM.,35721000.0,35721000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_d3fbfa475fb8aeb3f5f47a736d04775c50c8f9f62d6753ccdc563b13df0a5716,Marina Militare — Ufficio Generale del Centro di Responsabilità Amministrativa (Mariugcra),Roma,IT,00196,EU_body_48a034ff58f283faca76262adcdfdce5b3ac49644517fade3f185c16f12eebe3,Agusta Westland SpA,Cascina Costa di Samarate - Varese,IT,21017,2409710.25,2409710.25,EUR,,,,2409710.25,2409710.25,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,357
93212,9255,677eb5d6-4500-4b4b-bab1-dab01ee043d0,IT,2011.0,Fornitura di parti di ricambio per mitragliatrice M134.,35320000.0,35320000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_a62f39b030a0e9c63aabfe9617e47ee697fa6714c013b1ef2d704d0e31fa8cdd,Ministero della Difesa Direzione degli Armamenti Aeronautici,Roma,IT,00185,EU_body_96bee68d1acb5ff38d22900d174cbbfa53e86bb76aac68c2209935849a028532,OTO Melara,La Spezia,IT,19030,390091.0,390091.0,EUR,,,,390091.0,390091.0,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,353
93246,9289,4be58e49-7b37-4ac8-b1f7-ad36f49f90f7,IT,2011.0,T 1290 Cig 2559501709.,35332100.0,35332100,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_c417ced71344f34063481dea401585a658245e4c04599b744cdb3634eda4e8e3,Ministero della Difesa - direzione generale degli armamenti navali,Roma,IT,00196,EU_body_264785f0c84242b9ef1abd537c9e28a36f12b2cbb0f89fb10a19bd6cdc7eb3fd,Whitehead Alenia sistemi subacquei SpA,Livorno,IT,57128,99014.04,99014.04,EUR,,,,99014.04,99014.04,EUR,100.0,0.0,100.0,,0.0,,100.0,353
93292,9337,52a9abf7-83d9-4e6e-a10b-6c668254f7fe,IT,2011.0,"Supporto logistico delle linee elicotteri A109, A129, CH-47C, AB206, AB212 E AB412 dell'aviazione dell'esercito italiano (CIG 3600909C19).",35610000.0,35610000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_a62f39b030a0e9c63aabfe9617e47ee697fa6714c013b1ef2d704d0e31fa8cdd,Ministero della Difesa Direzione degli Armamenti Aeronautici,Roma,IT,00185,EU_body_e976407d8514d66c47393c178f73105675b271356382824a78d16c2ddda97e45,Agustawestland SpA,Cascina Costa di Samarate,IT,21017,25500000.0,25500000.0,EUR,,,,25500000.0,25500000.0,EUR,100.0,0.0,100.0,,0.0,,100.0,356
95117,11335,9d9eb082-8773-4660-baf2-795cc6cfa3d7,IT,2011.0,Acquisizione e posa in opera di razziere per le esigenze del reparto sperimentale volo (CIG 338832021E).,35600000.0,35600000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_a62f39b030a0e9c63aabfe9617e47ee697fa6714c013b1ef2d704d0e31fa8cdd,Ministero della Difesa Direzione degli Armamenti Aeronautici,Roma,IT,00185,EU_body_72124bcf27adfe3bb89e2073f9c664a43e2eafd7b68c04fdebae6161e750dcf1,Aerea SpA,Milano,IT,20156,220000.0,220000.0,EUR,,,,220000.0,220000.0,EUR,100.0,0.0,100.0,,0.0,,100.0,356
95626,11906,8027bdee-d5df-42cf-9e48-6d4b035f8d78,IT,2011.0,T 1283. CIG 231339846B.,35331000.0,35331000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_c37034f81dd41475dd9831ae02adf89583b215f19bf916289f4c3546a59c51a5,Ministero della Difesa Direzione degli Armamenti Navali,Roma,IT,00100,EU_body_494f0bba3707f1be7d32e888e14f0f56d4d32fc7925ed993159660d5bab05e5e,Simmel Difesa SpA,Colleferro,IT,00034,,,,,,,1799714.36,1799714.36,EUR,100.0,0.0,100.0,100.0,0.0,,100.0,353
96482,12854,176fb29d-27e6-4e9f-a44c-81e57e372130,IT,2011.0,Licitazione privata campionata e non in ambito ue/wto fornitura di materiale di armamento ed equipaggiamento speciale per la polizia di stato FL356.,35300000.0,"35300000,18000000",RESTRICTED,EU_body_488906f10dab1feab5fa0592da16fda06a086a370e46c74b242adfb54233ccf5,Ministero dell'Interno - dipartimento della pubblica sicurezza - direzione centrale dei servizi tecnico logistici e della gestione patrimoniale - equipaggiamento,Roma,IT,00184,EU_body_ca4af14097f236584b3c4a5f06cb20265cedf596d8b88e7e99c84b5c1c6c882d,Sellier & Bellot Trade JSC,Vlašim,CZ,258 13,123920.0,123920.0,EUR,,,,1172240.0,1172240.0,EUR,0.0,100.0,0.0,,0.0,100.0,100.0,353
96483,12855,176fb29d-27e6-4e9f-a44c-81e57e372130,IT,2011.0,Licitazione privata campionata e non in ambito ue/wto fornitura di materiale di armamento ed equipaggiamento speciale per la polizia di stato FL356.,35300000.0,"35300000,18000000",RESTRICTED,EU_body_488906f10dab1feab5fa0592da16fda06a086a370e46c74b242adfb54233ccf5,Ministero dell'Interno - dipartimento della pubblica sicurezza - direzione centrale dei servizi tecnico logistici e della gestione patrimoniale - equipaggiamento,Roma,IT,00184,EU_body_722509d1bf7b76c2be81fe2e2f569f67b5df8596c9b2a3e545ae0d3716b01345,«Fiocchi Munizioni» SpA,Lecco,IT,23900,446400.0,446400.0,EUR,,,,1172240.0,1172240.0,EUR,0.0,100.0,0.0,,0.0,100.0,100.0,353
96484,12856,176fb29d-27e6-4e9f-a44c-81e57e372130,IT,2011.0,Licitazione privata campionata e non in ambito ue/wto fornitura di materiale di armamento ed equipaggiamento speciale per la polizia di stato FL356.,35300000.0,"35300000,18000000",RESTRICTED,EU_body_488906f10dab1feab5fa0592da16fda06a086a370e46c74b242adfb54233ccf5,Ministero dell'Interno - dipartimento della pubblica sicurezza - direzione centrale dei servizi tecnico logistici e della gestione patrimoniale - equipaggiamento,Roma,IT,00184,EU_body_4abbfe7c85f9e1086f2d5d9d80f4d26028d70e48bdfd02156c68eecba6e42a84,SIMAD SpA,Oricola,IT,67010,133200.0,133200.0,EUR,,,,1172240.0,1172240.0,EUR,0.0,100.0,0.0,,0.0,100.0,100.0,353
96485,12857,176fb29d-27e6-4e9f-a44c-81e57e372130,IT,2011.0,Licitazione privata campionata e non in ambito ue/wto fornitura di materiale di armamento ed equipaggiamento speciale per la polizia di stato FL356.,35300000.0,"35300000,18000000",RESTRICTED,EU_body_488906f10dab1feab5fa0592da16fda06a086a370e46c74b242adfb54233ccf5,Ministero dell'Interno - dipartimento della pubblica sicurezza - direzione centrale dei servizi tecnico logistici e della gestione patrimoniale - equipaggiamento,Roma,IT,00184,EU_body_4abbfe7c85f9e1086f2d5d9d80f4d26028d70e48bdfd02156c68eecba6e42a84,SIMAD SpA,Oricola,IT,67010,124200.0,124200.0,EUR,,,,1172240.0,1172240.0,EUR,0.0,100.0,0.0,,0.0,100.0,100.0,353
96486,12858,176fb29d-27e6-4e9f-a44c-81e57e372130,IT,2011.0,Licitazione privata campionata e non in ambito ue/wto fornitura di materiale di armamento ed equipaggiamento speciale per la polizia di stato FL356.,35300000.0,"35300000,18000000",RESTRICTED,EU_body_488906f10dab1feab5fa0592da16fda06a086a370e46c74b242adfb54233ccf5,Ministero dell'Interno - dipartimento della pubblica sicurezza - direzione centrale dei servizi tecnico logistici e della gestione patrimoniale - equipaggiamento,Roma,IT,00184,EU_body_1ae00b8a2a85f4a60828ebe6bde03d6902720442ce0977ae6bc7bc304ad48b1d,Radar Leather Division Srl,Firenze,IT,50054,344520.0,344520.0,EUR,,,,1172240.0,1172240.0,EUR,0.0,100.0,0.0,,0.0,100.0,100.0,353
97106,13543,2c0a7b3d-f06b-4388-b239-4ea0ecd55ed9,IT,2011.0,PN.11/11/UE. Fornitura dei componenti principali e rinnovamento generale dei giunti a Frizione Stromag di Nave Spica.,35521000.0,35521000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_7475c5f117f045d8c8db24a12745858ad1b2bc0f81191ae2422809220391595d,Ministero della Difesa - Arsenale militare marittimo di Augusta,Augusta (sr),IT,96011,EU_body_4bb38638dde8dea71f5d49f64c043633a5828cee8a840b4f43f04e2e902858c5,Reca di Re Caligaris Dionigia,Messina,IT,98100,139951.26,139951.26,EUR,,,,139951.26,139951.26,EUR,100.0,0.0,100.0,,0.0,,100.0,355
98397,14908,6de198dc-199d-40b6-9b78-0c32904d909a,IT,2011.0,T 1280 CIG 1875494A99.,35340000.0,35340000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_c37034f81dd41475dd9831ae02adf89583b215f19bf916289f4c3546a59c51a5,Ministero della Difesa Direzione degli Armamenti Navali,Roma,IT,00100,EU_body_e0c71ead094c61c3cafeba491d7b132b0a0d22d6ef94faae27fdfd8362a47843,OTO Melara,La Spezia,IT,19136,20311677.0,20311677.0,EUR,,,,20311677.0,20311677.0,EUR,100.0,0.0,100.0,,0.0,,100.0,353
99901,16685,db367a06-de32-469b-9d00-392b3ff062eb,IT,2011.0,Procedura aperta 62/2010.,35522000.0,35522000,OPEN,EU_body_b10267d97caeed67c6a8f4ac34662314c400b19576178bb6989221c43232acf3,AMSA SpA,Milano,IT,20132,EU_body_6fedb0e0ba7cf0eeccc536b68b0802126da2b28f54b59426f82d0a971d21e462,REPA SRL,Cernusco sul Naviglio,IT,20063,305598.5,305598.5,EUR,,,,305598.5,305598.5,EUR,100.0,0.0,100.0,,100.0,100.0,100.0,355
100436,17316,e98667d2-2385-45ec-b683-2e47b846212b,IT,2011.0,T1295 CIG 296294076E.,35332000.0,35332000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_2978dcf28e3cec3eb5e713a719eb821c5edaf349e1607cfa881ba34c7d91ea73,Ministero della Difesa direzione degli armamenti navali,Roma,IT,00195,EU_body_0092f64af872011449227fae883093cb96b6a5fd39b6fdcc82f196618aeaf2a7,Oto Melara S.p.A.,LA SPEZIA,IT,19136,1239258.0,1239258.0,EUR,,,,1239258.0,1239258.0,EUR,100.0,0.0,100.0,100.0,0.0,,100.0,353
100837,17732,0564b921-8d6a-435d-897b-292a419d452e,IT,2011.0,Fornitura di n. 2 875 razzi Lsffar MK 40 con testa HE per l'esercito italiano (CIG n. 3444461B20).,35333200.0,35333200,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_a62f39b030a0e9c63aabfe9617e47ee697fa6714c013b1ef2d704d0e31fa8cdd,Ministero della Difesa Direzione degli Armamenti Aeronautici,Roma,IT,00185,EU_body_c818e3a7cc278f56ae54ed01e10afa64b2a5a3885cfd25c96d531a64ed2f37c4,Thales Italia SpA,,IT,,3444250.0,3444250.0,EUR,,,,3444250.0,3444250.0,EUR,100.0,0.0,100.0,,0.0,,100.0,353
100874,17770,098d602e-9ccc-4eb4-9339-1d2552ac6678,IT,2011.0,T/1288.,35522000.0,35522000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_c417ced71344f34063481dea401585a658245e4c04599b744cdb3634eda4e8e3,Ministero della Difesa - direzione generale degli armamenti navali,Roma,IT,00196,EU_body_7681db93ec1580ff810aea01253a1cd00ceba762fe4f17c0359c43d77e23ed3b,Calzoni SRL,CALDERARA DI RENO,IT,40012,187566.93,187566.93,EUR,,,,187566.93,187566.93,EUR,100.0,0.0,100.0,100.0,0.0,,100.0,355
100894,17791,07e29dc4-7e15-41c3-87a6-7ef50c82a531,IT,2011.0,"PN12/11: fornitura di n. 4 sincro-rinforzatori elettronici e n. 1 quadro di distribuzione dati Nave e ssistenza all'istallazione, set-up e prove di funzionamento per il rinnovamento del sistema di distribuzione dati Nave Spica.",35521100.0,35521100,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_7475c5f117f045d8c8db24a12745858ad1b2bc0f81191ae2422809220391595d,Ministero della Difesa - Arsenale militare marittimo di Augusta,Augusta (sr),IT,96011,EU_body_28f99b8790887789fa4d8604461161307f85725b1c73862ce144d54aee5e14fe,SITEP Italia SpA,Santo Stefano di Magra (SP),IT,19037,173033.72,173033.72,EUR,,,,173033.72,173033.72,EUR,100.0,0.0,100.0,100.0,0.0,,100.0,355
101953,18968,d61cc6a0-a377-42d7-88be-18ae8433bffd,IT,2011.0,Aggiornamento degli apparati radio SRT-651/P E SRT-651/N-NS per l'acquisizione della capacità satellitare di bordo degli aeromobili con satellite Sicral 1/B (CIG 3600818104).,35710000.0,35710000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_a62f39b030a0e9c63aabfe9617e47ee697fa6714c013b1ef2d704d0e31fa8cdd,Ministero della Difesa Direzione degli Armamenti Aeronautici,Roma,IT,00185,EU_body_03d3d699684101c7d262774a41f42bde728b3239f4001ec31d506777c61f0e66,SELEX ELSAG SpA,Genova,IT,16154,2399618.89,2399618.89,EUR,,,,2399618.89,2399618.89,EUR,100.0,0.0,100.0,,0.0,,100.0,357
102097,19123,d8d46564-b27a-4fd9-83f6-5aafcb78f1cc,IT,2011.0,"Procedura ristretta, ai sensi dell’art. 55 del D. Lgs. n.163/2006, per l’acquisizione, in lotto unico, di: a) n. 2 (due) unità navali classe ""Pattugliatore multiruolo""; b) un pacchetto logistico per ciascun pattugliatore, comprendente:— un’estensione di garanzia per la manutenzione correttiva di tutti gli impianti/apparecchiature di bordo per i successivi quattro anni a decorrere dalla scadenza del periodo di garanzia contrattuale, — prestazioni urgenti non programmate e/o interessanti la gestione tecnico, logistico, addestrativa e l’utilizzo operativo del pattugliatore o dei battelli imbarcati; c) un pacchetto logistico – ore di funzionamento (carbolubrificanti) - per ciascun pattugliatore, per l’effettuazione di 800 ore di moto annue per 5 anni dalla data di consegna al Corpo di ciascuna unità navale. CIG: 30676977A4. Determina a contrarre n. 221995 del 25.7.2011.",35510000.0,35510000,RESTRICTED,EU_body_7e2338dd904ee240ef2a36129d886f3b4e03673b17298b6b48e4e52f4ec491ef,Comando generale della Guardia di finanza,Roma,IT,00162,EU_body_1d759dea690d853783306682cffc87d3e1349fe80cf210911cc77825585eb626,Cantiere navale Vittoria SpA,Adria,IT,45011,53951980.0,53951980.0,EUR,,,,53951980.0,53951980.0,EUR,0.0,100.0,0.0,,0.0,100.0,100.0,355
102274,19327,de78b020-16d9-4d11-a9a1-08272f117861,IT,2011.0,T 1287. CIG 2160866308.,35711000.0,35711000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_c37034f81dd41475dd9831ae02adf89583b215f19bf916289f4c3546a59c51a5,Ministero della Difesa Direzione degli Armamenti Navali,Roma,IT,00100,EU_body_dc5c6a8e65bf7fb991999b908ee85f44c795a69f231d05a0b6fc0cb17fc1c9c1,SELEX sistemi integrati SpA,Roma,IT,00131,,,,,,,1149600.0,1149600.0,EUR,100.0,0.0,100.0,,0.0,,100.0,357
102776,19973,726eb9a2-7c33-4c4d-af14-1593625f824c,IT,2011.0,T 1265. CIG 1268020334.,35711000.0,35711000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_2978dcf28e3cec3eb5e713a719eb821c5edaf349e1607cfa881ba34c7d91ea73,Ministero della Difesa direzione degli armamenti navali,Roma,IT,00195,EU_body_dc5c6a8e65bf7fb991999b908ee85f44c795a69f231d05a0b6fc0cb17fc1c9c1,SELEX sistemi integrati SpA,Roma,IT,00131,512397.0,512397.0,EUR,,,,512397.0,512397.0,EUR,100.0,0.0,100.0,,0.0,,100.0,357
102840,20037,70c377f6-0cbc-4761-bf11-468eab497a9c,IT,2011.0,Fornitura parti di ricambio per elicotteri TH500.,35612300.0,35612300,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_07020e1b9a29eee7bb53b031ddb412e6b742259c5aba651f1093464e021cee22,Aeronautica militare - comando logistico 2^ divisione - 6° reparto manutenzione elicotteri,Pomezia,IT,00040,EU_body_170a609c5a9e281e42556492c29031c39e1e949e152bf2fc928a6922cb845bcd,Agustawestland S.p.A.,Samarate (VA),IT,21017,397366.31,397366.31,EUR,,,,397366.31,397366.31,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,356
102967,20169,93ae67da-4d60-407b-a4c7-111694569583,IT,2011.0,Fornitura di un ground support sistem per il supporto operativo del velivolo P72A.,35720000.0,35720000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_a62f39b030a0e9c63aabfe9617e47ee697fa6714c013b1ef2d704d0e31fa8cdd,Ministero della Difesa Direzione degli Armamenti Aeronautici,Roma,IT,00185,EU_body_ec67fe04a445d50f61133447361a1a5f0bada6a961c9ef0b60c2a1aeb3650c95,(RTI) SELEX Galileo SpA,Campi Bisenzio,IT,50013,19400000.0,19400000.0,EUR,,,,19400000.0,19400000.0,EUR,100.0,0.0,100.0,,0.0,,100.0,357
102986,20223,97f43e81-13dc-49f6-bef1-4e53ae5b2efd,IT,2011.0,G303 Fornitura di un unmanned underwater vehicle (UUV) per l'esplorazione degli alti fondali. CIG 2577729941.,35512400.0,35512400,RESTRICTED,EU_body_c417ced71344f34063481dea401585a658245e4c04599b744cdb3634eda4e8e3,Ministero della Difesa - direzione generale degli armamenti navali,Roma,IT,00196,EU_body_c698791262dac9bd362e3a3a806a67488333e5a71860004b161314ebd49b5e36,Kongsberg Maritime SRL,Roma,IT,00166,4352482.0,4352482.0,EUR,,,,4352482.0,4352482.0,EUR,0.0,100.0,0.0,100.0,0.0,100.0,100.0,355
103018,20256,91f50f15-8f18-435e-a781-50b9ee1cbc17,IT,2011.0,Fornitura di esploditori e batterie Shrike.,35300000.0,35300000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_7236956524a0afa93ce44ae5f87702dafb16c087be44979646f09e7202d06182,Parco materiali motorizzazione e genio,Peschiera del Garda,IT,37019,EU_body_30e016d5e576c0e2d2735b77391dbb86acee88746be8adfdd4107367c8735d91,Tecnodife SRL,Roma,IT,00198,11850.37,11850.37,EUR,,,,11850.37,11850.37,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,353
103702,20976,f3410d11-8aaf-4929-953f-ca6e089d16b2,IT,2011.0,T1119IAACIG0941208568.,35513100.0,35513100,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_2978dcf28e3cec3eb5e713a719eb821c5edaf349e1607cfa881ba34c7d91ea73,Ministero della Difesa direzione degli armamenti navali,Roma,IT,00195,EU_body_66e131368e39f3322efee40e99ff545ca8a4d094dfa5fba436d50590ac68ec30,Intermarine SpA,Sarzana,IT,19038,0.0,0.0,EUR,,,,0.0,0.0,EUR,100.0,0.0,100.0,,0.0,,100.0,355
